text,sentiment
کے الیکٹرک کی ویب سائٹ پر مختلف سروسز کی معلومات ہیں,neutral
پی ٹی سی ایل کا نیٹ ورک کوریج شہری علاقوں میں بہتر ہے,neutral
کریم کی ایپ میں لوکیشن آہستہ لوڈ ہوئی,neutral
"Daraz ne mera order cancel kr diya, paise wapis nahi aayenge lagta hai",negative
دراز پر کیش آن ڈلیوری کا آپشن موجود ہے,neutral
KakaoTalk voice messages play nahi hoti network issues ki wajah se,negative
FoodPanda rider ne parcel plastic bag me diya,neutral
بائیکیا کا جی پی ایس ٹریکنگ اکثر غلط لوکیشن دکھاتا ہے,negative
فوڈ پانڈا میں کوپن کوڈ استعمال کرنے کا آپشن ہے,neutral
اولیکس پر بھی ایڈز کی ویریفکیشن ہوتی ہے,neutral
ایزی پیسہ پر آج نئی پروموشن کا بینر آیا,neutral
کے الیکٹرک کا بجلی کی بحالی کا وقت اعلان سے زیادہ لگا,negative
Amazon SES configuration AWS console mein complete kia,neutral
SNGPL gas pressure kam hai cooking ke time pe,negative
بائیکا کی سواری بارہ بجے دستیاب تھی,neutral
بائیکیا کی ہیلمٹ کی کوالٹی بہت خراب اور غیر محفوظ لگ رہی تھی,negative
جاز کیش میں اکاؤنٹ بیلنس کم تھا,neutral
TikTok par new trends jaldi shuru hote hain,neutral
الفلاح بینک کا کریڈٹ کارڈ آن لائن پیمنٹ میں بار بار ریجیکٹ ہوا,negative
ٹک ٹاک ویڈیو میں میوزک شامل کرنے کا آپشن موجود ہے,neutral
ان ڈرائیو میں کار کی تصاویر اور تفصیلات دی جاتی ہیں,neutral
Easypaisa me fingerprint login ka option enable kar liya,neutral
ایزی پیسہ کی ایپ اپ ڈیٹ مانگ رہی تھی,neutral
پی ٹی سی ایل کی ایپ میں لاگ ان کرنے کا مسئلہ حل ہوا,neutral
Easypaisa ka account number yaad rakhna parta hai,neutral
دراذ پر نئے کپڑوں کا سیل نظر آیا,neutral
"Easypaisa app update kal install hua, interface simple lagta hai",neutral
بائیکیا ڈرائیور بہت تیز چلا رہا تھا اور محفوظ نہیں لگ رہا تھا,negative
بائیکیا کا فیئر کیلکولیٹر اکثر غلط ریٹ دکھاتا ہے,negative
TikTok app update ke baad new effects aaye,neutral
FoodPanda par delivery time mention hota hai,neutral
Daraz par ek t-shirt ka size dekh rahe the,neutral
InDrive ka rate dekh ke book kia par driver ne aakhir me zyada mangay,negative
Google Chrome browser memory usage excessive hai multiple tabs pe,negative
دراز میں آرڈر ٹریک کرنے کا آپشن موجود ہے,neutral
جاز کیش میں ٹرانزیکشن کنفرمیشن کا پیغام آتا ہے,neutral
OnePlus device storage optimization process running tha,neutral
اولیکس پر گاڑی کی تصاویر اپ لوڈ کی گئیں,neutral
ٹک ٹاک پر ویڈیوز کی لمبائی کم ہوتی ہے,neutral
دراز کی سیلز میں قیمتیں کچھ کم ہوتی ہیں,neutral
WhatsApp Web QR code scan karne se sync hota hai,neutral
ایزی پیسہ کی ایپ میں نئی سہولت آئی ہے,neutral
ایزی پیسہ پر نئی اپڈیٹ کا پیغام ملا,neutral
کریم ڈرائیور نے وقت پر فون کیا,neutral
SNGPL ka bill online pay krne ka option available tha,neutral
واٹس ایپ کا اسٹیٹس اپڈیٹ کرتے وقت اپلوڈ فیل ہو جاتا ہے,negative
جاز کیش میں کل کی ٹرانزیکشن کی تفصیل ہے,neutral
کریم ڈرائیور نے اضافی اسٹاپ کے لیے بہت زیادہ پیسے مانگے,negative
OLX pe buyer ka message raat ko aya tha,neutral
Google Chrome browser history clear karne ka option hai,neutral
دراز پر پروڈکٹ کی ڈلیوری کی تاریخ معلوم ہوئی,neutral
کریم میں ایسٹیمیٹیڈ ٹائم پہلے سے بتا دیا جاتا ہے,neutral
ٹک ٹاک پر ویڈیو کی ریچ مختلف وقتوں میں مختلف ہوتی ہے,neutral
کریم میں ایک ہی جگہ سے کئی گاڑیاں چل رہی ہیں,neutral
فوڈ پانڈا پر آرڈر کی ترسیل کا وقت 30 منٹ تھا,neutral
فوڈ پانڈا پر ریسٹورنٹ کا مینو بدل گیا,neutral
"Daraz se jo shoes mangwaye wo tootay hue nikle, ab wapis nahi ho rahe",negative
Swvl bus timing accurate nahi hoti delay hota hai,negative
یوٹیوب کا کمینٹ کرنے کا فیچر کبھی کبھی دستیاب نہیں ہوتا,negative
بائیکیا کی ایپ میں گڑبڑ ہے,neutral
iContact subscription management portal access kia tha,neutral
Facebook notifications spam hain mostly fake alerts,negative
یوٹیوب کی ویڈیو کوالٹی ٹھیک لگ رہی ہے,neutral
JazzCash ke offers har week change ho jate hain,neutral
کریم کی ڈرائیور نے مقررہ جگہ پر گاڑی رکھی,neutral
Daraz wallet me cashback dikh raha tha,neutral
دراز پر سیل کے دوران پروڈکٹس کی قیمت کم ہو جاتی ہے,neutral
Amazon package shipping status online check kia,neutral
"InDrive pe rate kam choose kia, driver ne kaha ye rate me nahi jaunga",negative
کریم کے ڈرائیورز کی ریٹنگ سسٹم موجود ہے,neutral
Meezan Bank ki app mein login krne ki koshish ki,neutral
"FoodPanda ka rider 2 ghante late aya, order bhi thanda ho chuka tha",negative
بائیکیا کی فیئر کیلکولیشن ڈسٹنس کے حساب سے ہوتی ہے,neutral
دراز کی ایپ میں نوٹیفکیشن کنٹرول کر سکتے ہیں,neutral
کریم کا کرایہ پہلے سے دوگنا ہو گیا ہے اور کوئی اطلاع بھی نہیں دی,negative
فوڈ پانڈا میں پرانے آرڈرز کی تاریخ موجود ہے,neutral
Daraz se order kiya hua parcel Karachi tak a gaya,neutral
Sendy installation process server requirements check kiye,neutral
Careem captain ne exact drop location confirm ki thi,neutral
FoodPanda par restaurant close bhi milte hain,neutral
OLX par price negotiation ho sakti hai,neutral
دراز کی کسٹمر سروس کا رسپانس ٹائم مختلف ہوتا ہے,neutral
ایزی پیسہ سے بینک اکاؤنٹ میں 5000 روپے بھیجے گئے,neutral
Asus router connection drops frequently multiple devices connect karne pe,negative
ایزی پیسہ کا پن کوڈ بھولنے پر ری سیٹ کیا جا سکتا ہے,neutral
بائیکیا سواری کا کرایہ 200 روپے تھا,neutral
"OLX pe used mobile liya tha, uski battery bilkul theek nahi hai",negative
JazzCash ki notifications der se aati hain,neutral
واٹس ایپ میں ڈکومنٹ شیئر کرتے وقت فائل کوالٹی کم ہو گئی,negative
دراز کی ڈیلیوری مین نے پروڈکٹ کی کنڈیشن چیک نہیں کرنے دی,negative
یوٹیوب کی کمنٹ سیکشن میں ریپلائی کا آپشن ہے,neutral
Bykea se parcel bhejne ki fees lagti hai,neutral
آر پی جی سی ایل گیس کمپنی کا بل جمع کرنے کا آن لائن سسٹم ہینگ ہوا,negative
ایزی پیسہ ایپ پر اکاؤنٹ میں 500 روپے جمع ہوئے,neutral
دراز پر نئی پروڈکٹس کی فہرست اپ ڈیٹ ہوئی,neutral
K-Electric ka bill 3000 rupay ka tha,neutral
Line sticker download free categories mein available hain,neutral
ایزی پیسہ کا او ٹی پی آنے میں کافی دیر لگتا ہے,negative
جاز کیش ایپ میں یوٹیلٹی بل ادا کرنے کا اختیار ہے,neutral
کے الیکٹرک کی ویب سائٹ پر کمپلینٹ درج کی,neutral
چیٹئی کا ڈلیوری چارج پہلے سے مقرر ہے,neutral
Easypaisa wallet se payment instantly ho gayi thi,neutral
ایزی پیسہ سے بیلنس ٹرانسفر رات کو کیا,neutral
ایزی پیسہ سے پیسے منتقلی میں سروس چارج لگتا ہے,neutral
InDrive mein destination change ho sakti hai,neutral
ایچ بی ایل سے ایک ٹرانزیکشن کی تفصیل دیکھی گئی,neutral
Dell laptop warranty information support page pe available hai,neutral
میزان بینک کی ایپ پر قرض کی تفصیلات موجود تھیں,neutral
OLX par kuch ads jhootay bhi hote hain,neutral
اولکس پر سرچ رزلٹ زیادہ تھے,neutral
بائیکیا پر ایک رائڈر کی تصویر دکھ رہی تھی,neutral
ActiveCampaign automation trigger conditions set kiye the,neutral
واٹس ایپ میں ویڈیو کال کرتے وقت آواز میں خلا آتا ہے,negative
TikTok par videos ki quality average hai,neutral
بائیکیا کا ڈرائیور کال کر رہا ہے,neutral
"InDrive pe jo rate diya tha, driver ne usse zyada paise mange",negative
ٹک ٹاک پر پرائیویٹ اکاؤنٹ کا فیچر ہے,neutral
iContact template editor outdated hai modern email design standards se,negative
JazzCash ka pin change option easy tha,neutral
فوڈ پانڈا کی ڈلیوری فیس کا حساب دیکھا,neutral
میزان بینک ایپ پر لاگ ان کی کوششوں کی ہسٹری موجود تھی,neutral
Dell laptop fan noise disturbing hai quiet environment mein,negative
"Easypaisa ne mobile load par extra fee kaat li, jabke free likha tha",negative
بائیکیا کا کرایہ رش کے وقت زیادہ ہوتا ہے,neutral
JazzCash ka helpline number app me easily show hota hai,neutral
"FoodPanda pe delivery fees bohot zyada hain, ab order ka dil nahi karta",negative
OLX par cheezein dekhne mein kafi time lagta hai,neutral
Campaign Monitor customer segmentation tools insufficient hain targeted marketing ke liye,negative
WhatsApp par media sharing ka feature hai,neutral
TikTok pe trending videos bar bar repeat hoti hain,neutral
"JazzCash ka account block ho gaya, ab koi bhi transaction nahi ho rahi",negative
FoodPanda rider call kar ke address confirm karta hai,neutral
TikTok par trending sounds hotay hain,neutral
پی ٹی سی ایل کی کال کوالٹی بہت خراب ہے اور آواز کٹتی رہتی ہے,negative
"Sui Gas ka bill online pay kia tha, par abhi tak update nahi hua",negative
موبلنک کا ڈیٹا پیکیج کی میعاد ختم ہونے کی اطلاع نہیں آئی,negative
WeChat payment option available nahi hai Pakistan mein,negative
فوڈ پانڈا میں لائیو ٹریکنگ کا فیچر کام کر رہا ہے,neutral
WhatsApp Web disconnects automatically mobile phone lock karne pe,negative
"K-Electric ka bill online pay kia tha, par abhi tak update nahi hua",negative
GetResponse landing page builder tool access kia hai,neutral
ایچ بی ایل موبائل ایپ میں فنڈ ٹرانسفر کا آپشن موجود ہے,neutral
Easypaisa par charges lagte hain transfer par,neutral
Klaviyo learning curve steep hai new users ke liye overwhelming,negative
یوٹیوب میں ویڈیو کی تھمب نیل خود بخود بنتی ہے,neutral
FoodPanda par ek restaurant ki location dekhi ja rahi thi,neutral
YouTube par educational content bhi available hai,neutral
Daraz par wishlist option use kiya tha aj,neutral
Daraz ki delivery tracking average hai,neutral
ایس این جی پی ایل کا گیس کا بل 800 روپے کا تھا,neutral
Daraz ki sale mein jo product dikhaya tha wo stock out ho gaya he,negative
پی ٹی سی ایل کا بل ویب سائٹ پر چیک کیا گیا تھا,neutral
ان ڈرائیو میں ڈرائیور کی معلومات چیک کر سکتے ہیں,neutral
Careem ki ride booking kaafi smooth hai,neutral
Easypaisa pe beneficiary add karna simple process hai,neutral
یوٹیوب کی آٹو کیپشن کی سہولت اردو میں درست کام نہیں کرتی,negative
ٹک ٹاک پر فالو کرنے والوں کی تعداد دیکھی,neutral
پی ٹی سی ایل کی ویب سائٹ سے بل کی نقل ڈاؤن لوڈ کی گئی,neutral
یوٹیوب پر شارٹس ویڈیوز ہیں,neutral
"OLX pe jo cheez dekhi thi wo jhooti thi, waqt barbad ho gaya",negative
PTCL internet connection morning mein slow tha,neutral
K-Electric ka bill online pay kr diya gaya tha,neutral
ان ڈرائیو ڈرائیور نے سواری کی درخواست منسوخ کر دی,neutral
ایزی پیسہ میں ٹرانزیکشن ہسٹری موجود ہے,neutral
OLX par car listings ziada update ho rahi thi aj,neutral
سونیری بینک کی ایپ میں کسٹمر سپورٹ چیٹ کا جواب نہیں آیا,negative
SendGrid API documentation incomplete hai implementation ke liye,negative
Daraz ka delivery time confirm nahi hota,neutral
Daraz app par ek product ki rating check ki ja rahi thi,neutral
UBL ka account balance 50000 rupay tha,neutral
Cheetay ka restaurant menu app pe visible tha,neutral
"JazzCash ka account block kar diya hai, jab ke maine koi ghalti nahi ki",negative
Oppo camera settings manual mode mein adjust kiye,neutral
Safari reading list sync nahi hota devices ke beech properly,negative
ایس این جی پی ایل کا بل 1000 روپے شو ہو رہا تھا,neutral
کریم سواری کی آمد کا تخمینہ وقت 15 منٹ تھا,neutral
فوڈ پانڈا کے پارٹنر ریستوران کی فہرست لمبی ہے,neutral
ڈی جی ایف آئی اے کی ویب سائٹ پر کوئی انفارمیشن اپڈیٹ نہیں,negative
WhatsApp par status lagane ka option hai,neutral
ان ڈرائیو پر ایک ڈرائیور نے کرایہ قبول کر لیا,neutral
کریم پول کے ذریعے سفر کرتے وقت دوسرے مسافروں کا رفتار ٹھیک نہیں,negative
Mailchimp newsletter template design options available hain,neutral
سوئی گیس کا انسپکٹر ماہانہ میٹر چیک کرتا ہے,neutral
Protonmail free version limitations restrictive hain daily usage ke liye,negative
Bykea ride complete hone ke baad receipt mil gaya,neutral
Samsung Health app daily steps count karta hai,neutral
Careem mein promo code kabhi kabhi work nahi karta,neutral
Bykea app par ek rider ki photo dikh rahi thi,neutral
"Careem ka driver bohot badtameez tha, baat karne ki tameez nahi thi",negative
کے الیکٹرک کا بل آن لائن ادا کر دیا گیا تھا,neutral
جاز کیش ایپ آج صبح اپڈیٹ ہوئی,neutral
جاز کیش کا یوزر انٹرفیس بہت پیچیدہ اور کنفیوزنگ ہے,negative
InDrive app par driver ne fare accept kr lia hai,neutral
Daraz live stream me sellers products dikhate hain,neutral
Easypaisa ka account activate hone mein time lagta hai,neutral
ایزی پیسہ ایپ کا اپ ڈیٹ ابھی نہیں آیا ہے,neutral
Careem mein destination change ho sakti hai,neutral
میزان بینک کی ایپ پر ٹرانزیکشن کی تفصیلات دیکھی گئیں,neutral
TikTok pe aj naye filters add hue hain,neutral
Apple Music library sync slow hai aur songs missing hain,negative
OLX pe mobile khareeda tha par uski battery bohot kharab he,negative
JazzCash mein limit check karna parta hai,neutral
Swvl route information schedule ke sath display hota hai,neutral
Drip customer onboarding process lengthy hai immediate usage ke liye frustrating,negative
OLX pe bike ki listing dekhi thi yesterday,neutral
او ایل ایکس پر ایک موٹر سائیکل کا اشتہار پوسٹ ہوا,neutral
ایچ ایم بی بینک کا ڈیبٹ کارڈ اے ٹی ایم میں کام نہیں کر رہا,negative
بائیکیا میں پارسل بھی بھیجا جا سکتا ہے,neutral
Omnisend customer segmentation features limited hain advanced targeting ke liye,negative
Careem ki app ka size ziada hai,neutral
"Daraz par shipping charge lagta hai, free delivery mushkil hai",neutral
"Sui Gas ka bill 3 bar galat aaya hai, har bar theek krwana parta hai",negative
کے الیکٹرک کی آن لائن بل انکوائری سسٹم ہمیشہ ڈاؤن ٹائم میں,negative
کے الیکٹرک کا آن لائن بل پورٹل مینٹیننس پر تھا,neutral
کے الیکٹرک کا بل آن لائن پورٹل پر دیکھا گیا,neutral
دراز سے خریدے گئے جوتے کا سائز بالکل مختلف آیا,negative
Lenovo keyboard shortcut keys manual mein mentioned hain,neutral
"InDrive pe driver ne pehle agree kia, phir kaha k ab nahi ja rha",negative
Daraz se ek book order ki gayi thi,neutral
بائیکا ڈرائیور نے سواری کنفرم کی,neutral
ٹک ٹاک پر ویڈیوز کا میعار اوسط ہے,neutral
Protonmail encryption status message header mein visible hai,neutral
Easypaisa se bank account mein 5000 rupay bheje gaye,neutral
علاقائی پاسپورٹ آفس میں اپائنٹمنٹ کے وقت انتظار بہت زیادہ,negative
"Easypaisa ki app ne login me bohot masla kar rahi hai, OTP bhi nahi aa rha",negative
FoodPanda ka customer support chat par hai,neutral
کے الیکٹرک نے غلط میٹر ریڈنگ کی بنیاد پر بہت زیادہ بل بھیجا,negative
یوٹیوب پر ویڈیو آڈیو ساتھ چل رہا تھا,neutral
سوئی گیس کی کمپلینٹ کا نمبر نوٹ کیا گیا,neutral
Easypaisa app hang hoti rehti hai jab bhi balance check karun,negative
FoodPanda par restaurants ki list kafi lambi hai,neutral
SNGPL meter reading form online submit kia,neutral
TikTok par new songs jaldi aate hain,neutral
Daraz par customer care se baat karna mushkil hai,neutral
او ایل ایکس پر ایک لیپ ٹاپ کی قیمت 45000 روپے تھی,neutral
ان ڈرائیو پر کرایہ کی قیمت اوپر نیچے ہوتی ہے,neutral
یوٹیوب پر تبصرے زیادہ تھے,neutral
TikTok par viral videos aksar trend karti hain,neutral
سوئی گیس کنکشن کے لیے مطلوبہ کاغذات کی فہرست ملی,neutral
TikTok par duet videos ban sakte hain,neutral
ایزی پیسہ اکاؤنٹ سے جاز کیش اکاؤنٹ میں پیسے بھیجے گئے,neutral
کریم کی سواری کا کرایہ سکرین پر دکھ رہا تھا,neutral
ٹک ٹاک پر بیک گراؤنڈ میوزک بہت ہے,neutral
ایزی پیسہ میں کیش آؤٹ کی ڈیلی لمٹ سیٹ ہے,neutral
FoodPanda ka delivery charge location pe depend karta hai,neutral
ایس این جی پی ایل کا گیس بل کی تفصیلات سمجھ نہیں آرہیں,negative
"JazzCash se aj subah balance check kiya tha, sab theek tha",neutral
فوڈ پانڈا ایپ شام کو سست روی کا شکار تھی,neutral
دراز پر پروڈکٹ کی قیمت چیک کی گئی,neutral
Gmail attachment download folder automatically save hota hai,neutral
PTCL ka internet bill 1500 rupay ka aaya hai,neutral
"JazzCash ne wallet se extra charges kaat liye, transaction b show nahi horahi",negative
فوڈ پانڈا کا پروموشن کوڈ کی میعاد ایکسپائر کی اطلاع نہیں دی گئی,negative
FoodPanda delivery boy ne order pick kr liya tha,neutral
کریم کی رائڈ کی قیمت عام ہے,neutral
کریم میں کار ایئر کنڈیشن نہیں چل رہا تھا گرمی کے موسم میں,negative
سوئی گیس کا ماہانہ بل وقت پر آیا,neutral
Emma email marketing analytics report monthly generate hota hai,neutral
نادرا کی بائیو میٹرک ویری فیکیشن مشین اکثر کام نہیں کرتی,negative
کریم میں ڈسٹینیشن بدلنے پر اضافی چارجز لگا دیے گئے,negative
ایچ بی ایل کی ایپ پر ٹرانزیکشن کی ہسٹری دیکھی گئی,neutral
SNGPL ka bill 1200 rupay show ho raha tha,neutral
جاز کیش کی ہیلپ لائن کا نمبر ایپ میں موجود ہے,neutral
سندھ پولیس کی آن لائن ویری فیکیشن سروس کام نہیں کر رہی,negative
YouTube Premium trial cancel karne ka process complicated hai,negative
ان ڈرائیو کی اکثر فلمیں آدھی میں رک جاتی ہیں,negative
ایزی پیسہ کا بائیو میٹرک ویری فیکیشن مشین میں بار بار فنگر پرنٹ ایرر,negative
سوئی گیس کمپنی کا بل انکوائری سسٹم ہمیشہ ایرر دیتا ہے,negative
HBL se ek transaction ki detail dekhi gayi,neutral
بائیکیا رائیڈ کے لیے لمبا انتظار کرنا پڑا اور پھر منسوخ ہو گئی,negative
Mailchimp template customization options limited hain design wise,negative
بائیکیا ڈرائیور نے غلط روٹ لیا اور اضافی پیسے مانگے,negative
کے الیکٹرک کا ماہانہ یونٹ کا حساب چیک کیا,neutral
Bykea ride ka fare 200 rupay tha,neutral
"Careem ne driver ko extra paisa dene ka bola, unki policy me nahi hai",negative
OLX me car pictures 8 tak upload ho jati hain,neutral
Xiaomi security app false virus alerts deta hai continuously,negative
ایف بی آر کی ویب سائٹ پر ٹیکس ریٹرن فائل کرنے میں دقت,negative
ایزی پیسہ کی سکیورٹی فیچرز کے بارے میں پڑھا,neutral
سوئی گیس کا کنکشن ترانسفر کرنے کا طریقہ آسان ہے,neutral
Facebook notification settings change kiye hain recently,neutral
Opera browser VPN speed inconsistent hai different servers pe,negative
Easypaisa par cash withdrawal ki limit hai,neutral
یوٹیوب پر تبصروں کا سیکشن موجود ہے,neutral
ان ڈرائیو میں کار کی تفصیلات پہلے سے بتا دی جاتی ہیں,neutral
فوڈ پانڈا میں گروپ آرڈر کرنے کا فیچر بھی ہے,neutral
فوڈ پانڈا پر ریستوران کی درجہ بندی ہوتی ہے,neutral
ان ڈرائیو میں پیمنٹ کے مختلف طریقے دستیاب ہیں,neutral
Easypaisa app se bank account mein paise transfer kiye,neutral
Canon camera autofocus slow hai moving subjects ke liye,negative
پی ٹی سی ایل کا ڈی ایس ایل کنکشن لگانے میں تکنیکی مسائل,negative
سندھ ہائی کورٹ کی آن لائن سروسز ہمیشہ میں ٹینینس میں رہتی ہے,negative
ConvertKit email sequence timing settings adjust kiye,neutral
جاز کیش کا کسٹمر سپورٹ نمبر ملا,neutral
جاز کیش میں بیلنس کی تفصیل دستیاب ہے,neutral
Daraz ka order number email pe bhi aata hai,neutral
کے الیکٹرک کا گریواں سیل نمبر نوٹ کیا گیا,neutral
"JazzCash ne account block kar diya hai, bar bar call krne se b koi faida nahi",negative
"FoodPanda ka rider bohot late tha, order b thanda ho gaya tha",negative
Sendy installation process technical issues create karta hai server pe,negative
Yahoo Mail attachment download speed extremely slow hai,negative
Acer monitor brightness adjustment settings mein kiye,neutral
سوئی گیس کا نیا کنکشن لگانے کی معلومات ملیں,neutral
InDrive mein pickup location bar bar set karni parti hai,neutral
فوڈ پانڈا رائیڈر کا نام ایپ پر دکھا,neutral
Discord server lag experienced hai gaming sessions ke during,negative
Bykea booking cancel karne ka option clear tha,neutral
Huawei phone update ke baad performance slow ho gaya,negative
FoodPanda par delivery boy ka number show hota hai,neutral
جاز کیش کا کیو آر کوڈ سکین ہو گیا ہے,neutral
InDrive mein drivers ka wait karna parta hai,neutral
FoodPanda se order kia par rider ne ghalat address pe deliver kr diya,negative
ان ڈرائیو کی ایپ کا سائز چھوٹا ہے,neutral
کے الیکٹرک کا لوڈ شیڈنگ کا شیڈول کبھی درست نہیں ہوتا,negative
Mailjet email editor crashes frequently complex templates design karte time,negative
فوڈ پانڈا کا آرڈر ٹریکنگ غلط لوکیشن دکھا رہا تھا,negative
Careem driver ne customer ko call kia,neutral
دراز سے آرڈر کیا تھا لیکن غلط سائز آیا اور واپسی مشکل,negative
Easypaisa ka app theme white aur green hai,neutral
OLX pe mobile ads ziada post ho rahe hain ajkal,neutral
AWeber email templates outdated design hain modern standards se,negative
"Careem ka driver location pe nahi aa rha, 15 min se wait kar rha hun",negative
فوڈ پانڈا پر ریستوران اکثر بند ملتے ہیں,neutral
JazzCash par transactions ki history hai,neutral
ٹک ٹاک ویڈیو کی لائکس کی تعداد نظر آئی,neutral
Daraz par products ki variety hai,neutral
ٹک ٹاک میں ویڈیو ایڈٹنگ کے فیچرز دستیاب ہیں,neutral
Vertical Response customer support unresponsive hai urgent issues ke time pe,negative
YouTube pe ek cooking channel subscribe kia hai,neutral
ان ڈرائیو پر کرایہ کم کرانے کی کوشش کی گئی,neutral
بائیکیا کا فیئر کیلکولیٹر استعمال کیا گیا,neutral
Careem ka driver details kabhi kabhi galat hoti hain,neutral
Samsung Health app battery drain karta hai background mein,negative
"Careem ka driver pehle agaya, phir bola k cancel kar do usko koi aur ride mili",negative
پی ٹی سی ایل کے نئے پیکج کی معلومات دیکھی گئیں,neutral
YouTube par download ka option bhi hai,neutral
Jazz internet speed bahut slow hai especially evening time,negative
OLX par buyer aur seller dono alert rehte hain,neutral
Daraz par har category ke products available hain,neutral
کریم کے ذریعے ایئرپورٹ تک کا سفر کیا,neutral
یوٹیوب پر ویڈیو کی لمبائی کچھ زیادہ ہے,neutral
فوڈ پانڈا میں آرڈر کی ٹریکنگ دستیاب تھی,neutral
Careem app mein ride ke baad review ka option aaya,neutral
اسلام آباد کیپٹل ٹیریٹری کی ویب سائٹ پر لائسنس کی تجدید مشکل,negative
Realme phone overheating issue hai gaming ke time pe,negative
Nokia phone signal reception weak hai basement areas mein,negative
Easypaisa account se JazzCash account mein paise bheje gaye,neutral
Daraz ki flash sales mein stock jaldi khatam hota hai,neutral
TikTok app ka size update ke baad barh gaya hai,neutral
بائیکیا میں مختلف علاقوں کے کرایے مختلف ہیں,neutral
"Easypaisa ne balance deduct kar liya, lekin transaction fail ho gayi",negative
ایچ بی ایل کی برانچ کا پتہ ایپ پر تلاش کیا گیا,neutral
Easypaisa app crash ek dafa hua tha kal,neutral
InDrive fare negotiation feature available hai app mein,neutral
پنجاب ہیلتھ ڈپارٹمنٹ کی ایپ میں ویکسین کی اپائنٹمنٹ نہیں مل رہی,negative
کے الیکٹرک کا بل آن لائن پیمنٹ کیا گیا,neutral
FoodPanda par minimum order limit hoti hai,neutral
Bykea driver ne exact location call pe confirm ki thi,neutral
جاز کیش کی ٹرانزیکشن ہسٹری موجود ہے,neutral
کریم کار میں سیٹ بیلٹ نہیں تھا اور ڈرائیور نے لاپرواہی دکھائی,negative
جاز کیش کا انٹرفیس سیدھا سادہ ہے,neutral
Bykea ki booking jaldi ho jati hai,neutral
ایزی پیسہ کی سیکیورٹی کے لیے ٹو فیکٹر آتھنٹیکیشن ہے,neutral
Careem app ka fare estimate accurate tha is dafa,neutral
دراز سے خریدے گئے موبائل فون کا باکس کھلا ہوا اور اسکریچ والا آیا,negative
JazzCash app par bill payment ka record dekha,neutral
بائیکیا کا پیک اپ پوائنٹ قریب میں ہی تھا,neutral
پی ٹی سی ایل کا ڈیٹا پیکیج ختم ہونے سے پہلے ہی سست ہو گیا,negative
ایس این جی پی ایل کا بل 1200 روپے کا تھا,neutral
یوٹیوب ویڈیو کا دورانیہ پندرہ منٹ تھا,neutral
Constant Contact subscriber list import feature use kia,neutral
InDrive par driver ki rating check kar sakte hain,neutral
Mad Mimi template library seasonal designs available hain,neutral
یوٹیوب چینل پر نئی ویڈیو اپ لوڈ ہوئی,neutral
"FoodPanda ka rider 2 ghantay late tha, khana bilkul thanda ho chuka tha",negative
ConstantContact interface slow hai large subscriber lists handle karne mein,negative
"Easypaisa ne mobile load par extra fee kaat li, jab k free likha tha",negative
فوڈ پانڈا کی ڈلیوری فیس مختلف علاقوں میں مختلف ہے,neutral
بائیکیا کی سروس مختلف علاقوں میں دستیاب ہے,neutral
FoodPanda par rating system hai restaurants ka,neutral
FoodPanda ke notifications roz 2 3 bar aate hain,neutral
"InDrive ka rate bohot zyada dikha rha hai, lagta hai koi peak hour hai",negative
کے الیکٹرک کا بل 2500 روپے کا آیا تھا,neutral
Bykea ka driver late ho sakta hai,neutral
Thunderbird email client configuration manual setup kia,neutral
فوڈ پانڈا کا ڈیلیوری بوائے آرڈر پک کر چکا تھا,neutral
ایزی پیسہ میں اکاؤنٹ کھولنا آسان ہے,neutral
ٹک ٹاک پر ویڈیو اپ لوڈ کرنے کا وقت مختلف ہوتا ہے,neutral
فوڈ پانڈا کا ڈیلیوری لڑکا دیر سے پہنچا ہے,neutral
یوٹیوب میں کمنٹس کا جواب دینے کا آپشن ہے,neutral
یوٹیوب نوٹیفکیشن دن میں آیا تھا,neutral
پی ٹی سی ایل کا کوریج میپ ویب سائٹ پر دستیاب ہے,neutral
HBL app mein credit card ki statement available hai,neutral
YouTube watch history manually clear ki thi aj,neutral
ٹک ٹاک پر ایک ہی گانے پر بہت ویڈیوز ہیں,neutral
ان ڈرائیو پر ایک سفر کی منزل کا پتہ طے کیا گیا,neutral
"JazzCash ne extra charge kaat liye, helpline se baat nahi ho pa rahi",negative
بائیکا کی سواری کا انتظار کم رہا,neutral
Telegram file upload speed slow hai large attachments ke liye,negative
FoodPanda par delivery boy ki location map par show ho rahi hai,neutral
Easypaisa se mobile number par paise bheje gaye,neutral
کے الیکٹرک کی شکایت کا نظام آن لائن دستیاب ہے,neutral
Meezan Bank app par login history show ho rahi hai,neutral
